shot,shot_type
shot_0016.jpg,ambiguous
shot_0019.jpg,mediumShot
shot_0013.jpg,longShot
shot_0011.jpg,ambiguous
shot_0002.jpg,mediumCloseUp
shot_0022.jpg,mediumShot
shot_0027.jpg,detail
shot_0014.jpg,mediumCloseUp
shot_0008.jpg,longShot
shot_0025.jpg,mediumShot
shot_0006.jpg,mediumShot
shot_0001.jpg,longShot
shot_0024.jpg,longShot
shot_0018.jpg,ambiguous
shot_0012.jpg,mediumShot
shot_0020.jpg,mediumShot
shot_0015.jpg,mediumCloseUp
shot_0009.jpg,longShot
shot_0010.jpg,longShot
shot_0004.jpg,ambiguous
shot_0005.jpg,mediumShot
shot_0026.jpg,mediumShot
shot_0017.jpg,ambiguous
shot_0007.jpg,ambiguous
shot_0023.jpg,mediumCloseUp
shot_0021.jpg,closeUp
shot_0000.jpg,mediumShot
shot_0003.jpg,mediumShot
