start,end,mid,start_t,end_t
0,1476,738,0.0,61.50328257154162
1477,2783,2130,61.54495146217275,115.96452262642299
2784,2993,2888,116.0061915170541,124.7149896589594
2994,3303,3148,124.75665854959053,137.63234575460837
3304,3330,3317,137.6740146452395,138.7574058016488
3331,5969,4650,138.7990746922799,248.72160817718964
5970,7569,6769,248.76327706782078,315.3918331869909
7570,7654,7612,315.433502077622,318.9336888906366
7655,7794,7724,318.9753577812677,324.76733357899417
7795,7815,7805,324.8090024696253,325.6423802822478
7816,7845,7830,325.68404917287893,326.89244700118155
7846,7983,7914,326.9341158918127,332.6427539082769
7984,8599,8291,332.68442279890803,358.31079053705037
8600,8921,8760,358.35245942768154,371.7281733202729
8922,10188,9555,371.769842210904,424.52265774990923
10189,11061,10625,424.56432664054034,460.899599270882
11062,11068,11065,460.9412681615131,461.1912815052999
11071,11103,11087,461.31628817719326,462.6496926773893
11104,11122,11113,462.6913615680204,463.4414015993807
11124,11309,11216,463.5247393806429,471.2334841474012
11310,12431,11870,471.27515303803233,517.9859794355243
12432,12781,12606,518.0276483261554,532.5700911564184
12782,12960,12871,532.6117600470494,540.0288225793898
12961,13030,12995,540.0704914700209,542.9456449235686
13031,13615,13323,542.9873138141998,567.3219459427772
13616,14044,13830,567.3636148334083,585.1979000235301
14045,14418,14231,585.2395689141613,600.7820651195711
14419,14447,14433,600.8237340102023,601.9904629478739
14448,14453,14450,602.0321318385049,602.2404762916606
