frame,time,brightness
0,0.0,90.00541859567902
1,0.04171011892665413,89.90984519675926
2,0.08342023785330827,89.1253660300926
3,0.1251303567799624,89.16422839506173
4,0.16684047570661653,89.66229938271604
5,0.20855059463327066,91.01973524305555
6,0.2502607135599248,91.02002170138888
7,0.29197083248657896,92.70104021990741
8,0.33368095141323306,91.41737654320988
9,0.3753910703398872,92.33667148919753
10,0.41710118926654133,92.00062210648149
11,0.4588113081931955,91.97704764660494
12,0.5005214271198496,92.0015128279321
13,0.5422315460465038,91.27843219521606
14,0.5839416649731579,91.98726080246914
15,0.625651783899812,90.90289255401234
16,0.6673619028264661,89.9974040316358
17,0.7090720217531203,88.39128375771605
18,0.7507821406797744,87.57001639660494
19,0.7924922596064286,87.98591290509259
20,0.8342023785330827,85.95446180555555
21,0.8759124974597369,86.0419849537037
22,0.917622616386391,85.47233603395061
23,0.9593327353130451,84.30283854166667
24,1.0010428542396992,84.3058203125
25,1.0427529731663534,83.34283420138888
26,1.0844630920930076,84.13399884259259
27,1.1261732110196616,83.01516300154321
28,1.1678833299463158,81.76828028549383
29,1.2095934488729698,82.27167004243827
30,1.251303567799624,81.08096981095679
31,1.2930136867262783,79.38928819444445
32,1.3347238056529322,78.54700086805556
33,1.3764339245795865,80.09512924382716
34,1.4181440435062407,79.67792775848766
35,1.4598541624328947,78.70525511188272
36,1.501564281359549,77.91622781635803
37,1.543274400286203,78.42869309413581
38,1.584984519212857,79.22773630401234
39,1.6266946381395113,79.66093074845679
40,1.6684047570661653,80.0368962191358
41,1.7101148759928195,80.3722159529321
42,1.7518249949194737,79.98676552854938
43,1.7935351138461277,80.03930555555556
44,1.835245232772782,79.21144917052469
45,1.8769553516994362,79.38609857253087
46,1.9186654706260902,79.0079509066358
47,1.9603755895527444,78.28825713734568
48,2.0020857084793984,78.47666087962963
49,2.043795827406053,77.84201919367284
50,2.085505946332707,79.13395351080247
51,2.127216065259361,79.60517216435186
52,2.1689261841860152,80.66757378472222
53,2.2106363031126692,82.2188884066358
54,2.2523464220393232,82.81579041280864
55,2.294056540965977,83.51900848765432
56,2.3357666598926317,83.61102382330247
57,2.3774767788192857,83.64379292052469
58,2.4191868977459396,83.86106047453704
59,2.460897016672594,84.41571903935186
60,2.502607135599248,85.71675154320988
61,2.544317254525902,86.35755111882716
62,2.5860273734525565,87.48956163194444
63,2.6277374923792105,88.66228202160494
64,2.6694476113058645,88.52332706404322
65,2.711157730232519,89.80338541666667
66,2.752867849159173,88.43209635416666
67,2.794577968085827,88.32665798611112
68,2.8362880870124814,89.15903356481482
69,2.8779982059391354,88.83277681327161
70,2.9197083248657894,89.56498263888889
71,2.961418443792444,89.26481963734568
72,3.003128562719098,164.7689592978395
73,3.0448386816457518,152.74877700617284
74,3.086548800572406,153.90092447916666
75,3.12825891949906,151.69067274305556
76,3.169969038425714,150.24928047839506
77,3.211679157352368,149.2489597800926
78,3.2533892762790226,147.27001205632715
79,3.2950993952056766,144.60710117669754
80,3.3368095141323306,141.4459481095679
81,3.378519633058985,138.65749758873457
82,3.420229751985639,137.8131534529321
83,3.461939870912293,136.04393614969135
84,3.5036499898389475,137.87653211805556
85,3.5453601087656015,140.15273582175925
86,3.5870702276922555,141.02426938657408
87,3.62878034661891,143.0182175925926
