shot,shot_type
shot_0016.jpg,mediumCloseUp
shot_0019.jpg,detail
shot_0013.jpg,mediumShot
shot_0011.jpg,ambiguous
shot_0002.jpg,mediumShot
shot_0014.jpg,mediumCloseUp
shot_0008.jpg,mediumShot
shot_0006.jpg,mediumCloseUp
shot_0001.jpg,longShot
shot_0018.jpg,ambiguous
shot_0012.jpg,extremeLongShot
shot_0015.jpg,mediumShot
shot_0009.jpg,mediumShot
shot_0010.jpg,mediumCloseUp
shot_0004.jpg,ambiguous
shot_0005.jpg,longShot
shot_0017.jpg,mediumCloseUp
shot_0007.jpg,ambiguous
shot_0000.jpg,closeUp
shot_0003.jpg,longShot
