start,end,mid,start_t,end_t
0,1428,714,0.0,79.47044805823971
1429,2376,1902,79.5260996325102,132.22814046665096
2377,3193,2785,132.28379204092144,177.69547664562984
3194,3542,3368,177.75112821990032,197.11787606602596
3543,4857,4200,197.17352764029644,270.2996962317019
4858,5157,5007,270.3553478059724,286.9951685128447
5158,6045,5601,287.05082008711514,336.4137664650274
6046,8123,7084,336.46941803929786,452.0577377990765
8128,8131,8129,452.3359956704289,452.50295039324027
8132,8306,8219,452.55860196751075,462.2419758905736
8307,9020,8663,462.2976274648441,501.9771999196935
9021,9047,9034,502.0328514939639,503.4797924249963
9057,9370,9213,504.03630816770107,521.45525091436
9371,11014,10192,521.5109024886306,612.9464390150226
11015,11527,11271,613.0020905892931,641.4956966157768
11528,11823,11675,641.5513481900473,657.9685625998377
11829,12271,12050,658.3024720454605,682.9004678730109
12272,12624,12448,682.9561194472814,702.5454735904889
12625,12674,12649,702.6011251647594,705.3280523040128
12675,12701,12688,705.3837038782832,706.8306448093156
12702,12728,12715,706.886296383586,708.3332373146184
