frame,time,brightness,movement,correlation
1,0.041679500349948,18.98445927372685,230400,0.3435998787511316
2,0.0833590006998961,19.28908275462963,8184,0.3435998787511316
3,0.1250385010498441,19.50507052951389,4888,0.3435998787511316
4,0.1667180013997922,18.816202980324075,4508,0.3435998787511316
5,0.2083975017497402,18.662680121527774,3083,0.3435998787511316
6,0.2500770020996883,18.18500072337963,1138,0.3435998787511316
7,0.2917565024496363,18.152065610532407,1150,0.3435998787511316
8,0.3334360027995844,18.15311559606481,0,0.3435998787511316
9,0.3751155031495324,18.411189597800927,0,0.3435998787511316
10,0.4167950034994805,18.023016493055557,7193,0.3435998787511316
11,0.4584745038494285,18.071001519097223,5784,0.3435998787511316
12,0.5001540041993766,18.107650101273148,3782,0.3435998787511316
13,0.5418335045493247,18.169452039930555,2044,0.3435998787511316
14,0.5835130048992727,18.13756727430556,2064,0.3435998787511316
15,0.6251925052492208,18.20499421296296,2454,0.3435998787511316
16,0.6668720055991688,18.07107313368056,3067,0.3435998787511316
17,0.7085515059491169,17.51591941550926,3866,0.3435998787511316
18,0.7502310062990649,17.519802155671297,4089,0.3435998787511316
19,0.791910506649013,17.896701750578703,3709,0.3435998787511316
20,0.833590006998961,18.49891890914352,3408,0.3435998787511316
21,0.8752695073489091,18.23162724247685,4094,0.3435998787511316
22,0.9169490076988572,18.270907118055558,3750,0.3435998787511316
23,0.9586285080488052,18.34449942129629,3702,0.3435998787511316
24,1.0003080083987532,18.61956633391204,3298,0.3435998787511316
25,1.0419875087487012,18.79025679976852,3664,0.3435998787511316
26,1.083667009098649,18.71505570023148,4198,0.3435998787511316
27,1.1253465094485973,18.466189236111116,4481,0.3435998787511316
28,1.1670260097985454,19.06320348668981,4529,0.3435998787511316
29,1.2087055101484934,19.31265914351852,5265,0.3435998787511316
30,1.2503850104984415,19.33409396701389,5633,0.3435998787511316
31,1.2920645108483897,19.329799623842597,5704,0.3435998787511316
32,1.3337440111983376,19.330911820023147,5311,0.3435998787511316
33,1.3754235115482856,18.222531828703705,4668,0.3435998787511316
34,1.4171030118982335,18.14271918402778,5052,0.3435998787511316
35,1.4587825122481817,17.881790002893517,4855,0.3435998787511316
36,1.5004620125981298,18.05998951099537,4773,0.3435998787511316
37,1.5421415129480778,18.222041377314813,4913,0.3435998787511316
38,1.583821013298026,18.306966869212964,4936,0.3435998787511316
39,1.625500513647974,18.359357638888888,5044,0.3435998787511316
40,1.667180013997922,18.31247106481481,5104,0.3435998787511316
41,1.70885951434787,18.429802879050925,4958,0.3435998787511316
42,1.750539014697818,18.57877712673611,4760,0.3435998787511316
43,1.792218515047766,18.664164858217596,4994,0.3435998787511316
44,1.8338980153977145,18.75564995659722,5064,0.3435998787511316
45,1.8755775157476624,18.19080656828704,5327,0.3435998787511316
46,1.9172570160976103,17.879269748263887,5296,0.3435998787511316
47,1.9589365164475585,18.09698025173611,5304,0.3435998787511316
48,2.0006160167975064,18.01169704861111,5655,0.3435998787511316
49,2.0422955171474544,18.082081163194445,5624,0.3435998787511316
50,2.0839750174974023,17.471053602430555,5540,0.3435998787511316
51,2.1256545178473503,17.30331199363426,5408,0.3435998787511316
52,2.1673340181972987,17.60663628472222,5507,0.3435998787511316
53,2.2090135185472466,17.71594943576389,5830,0.3435998787511316
54,2.2506930188971945,17.951855830439815,6031,0.3435998787511316
55,2.2923725192471425,17.951367549189815,5850,0.3435998787511316
56,2.334052019597091,17.954274811921298,5718,0.3435998787511316
57,2.375731519947039,17.936392505787037,5537,0.3435998787511316
58,2.4174110202969867,17.937150245949073,5877,0.3435998787511316
59,2.4590905206469347,18.40512405960648,5710,0.3435998787511316
60,2.500770020996883,18.49819950810185,5852,0.3435998787511316
61,2.542449521346831,18.502763671875,5759,0.3435998787511316
62,2.584129021696779,19.28975441261574,5739,0.3435998787511316
63,2.625808522046727,18.86414568865741,5865,0.3435998787511316
64,2.6674880223966757,19.12010308159722,5622,0.3435998787511316
65,2.709167522746623,18.96138020833333,6111,0.3435998787511316
66,2.750847023096571,18.85599175347222,6040,0.3435998787511316
67,2.792526523446519,18.91554325810185,6230,0.3435998787511316
68,2.8342060237964675,18.82946686921296,6401,0.3435998787511316
69,2.8758855241464154,19.08847873263889,6517,0.3435998787511316
70,2.917565024496364,18.674682436342597,6901,0.3435998787511316
71,2.9592445248463117,18.145642722800925,6549,0.3435998787511316
72,3.00092402519626,18.27134982638889,6525,0.3435998787511316
73,3.042603525546208,18.451508246527776,6788,0.3435998787511316
74,3.084283025896156,18.797849392361112,7054,0.3435998787511316
75,3.1259625262461035,18.889280598958333,7296,0.3435998787511316
76,3.167642026596052,18.63382378472222,7470,0.3435998787511316
77,3.209321526946,18.387834201388888,7282,0.3435998787511316
78,3.251001027295948,18.30359302662037,7069,0.3435998787511316
79,3.292680527645896,18.30575050636574,6894,0.3435998787511316
80,3.334360027995844,18.30286168981481,6793,0.3435998787511316
81,3.376039528345792,18.309893663194444,6672,0.3435998787511316
82,3.41771902869574,18.265251012731483,6959,0.3435998787511316
83,3.459398529045688,18.407104673032407,6823,0.3435998787511316
84,3.5010780293956363,18.002095630787036,6546,0.3435998787511316
85,3.542757529745584,17.952910517939817,6019,0.3435998787511316
86,3.584437030095532,17.979053096064813,6081,0.3435998787511316
87,3.62611653044548,18.13395797164352,6152,0.3435998787511316
88,3.667796030795429,18.29546657986111,5985,0.3435998787511316
89,3.709475531145376,18.277894965277778,6077,0.3435998787511316
90,3.751155031495325,18.33890082465278,5883,0.3435998787511316
91,3.792834531845272,19.015679976851853,5787,0.3435998787511316
