frame,time,brightness
0,0.0,19.015010127314813
1,0.04167950034994805,18.984459273726852
2,0.0833590006998961,19.28908275462963
3,0.12503850104984415,19.50507052951389
4,0.1667180013997922,18.816202980324075
5,0.20839750174974025,18.662680121527778
6,0.2500770020996883,18.18500072337963
7,0.29175650244963636,18.152065610532407
8,0.3334360027995844,18.153115596064815
9,0.37511550314953246,18.411189597800927
10,0.4167950034994805,18.023016493055554
11,0.45847450384942856,18.071001519097223
12,0.5001540041993766,18.107650101273148
13,0.5418335045493247,18.169452039930555
14,0.5835130048992727,18.137567274305557
15,0.6251925052492208,18.204994212962962
16,0.6668720055991688,18.071073133680557
17,0.7085515059491169,17.51591941550926
18,0.7502310062990649,17.519802155671297
19,0.791910506649013,17.896701750578703
20,0.833590006998961,18.49891890914352
21,0.8752695073489091,18.23162724247685
22,0.9169490076988571,18.270907118055554
23,0.9586285080488052,18.344499421296295
24,1.0003080083987532,18.619566333912037
25,1.0419875087487012,18.790256799768517
26,1.0836670090986493,18.71505570023148
27,1.1253465094485973,18.466189236111113
28,1.1670260097985454,19.063203486689815
29,1.2087055101484934,19.31265914351852
30,1.2503850104984415,19.33409396701389
31,1.2920645108483895,19.329799623842593
32,1.3337440111983376,19.330911820023147
33,1.3754235115482856,18.222531828703705
34,1.4171030118982337,18.14271918402778
35,1.4587825122481817,17.881790002893517
36,1.5004620125981298,18.059989510995372
37,1.5421415129480778,18.222041377314813
38,1.583821013298026,18.306966869212964
39,1.6255005136479739,18.359357638888888
40,1.667180013997922,18.312471064814815
41,1.70885951434787,18.429802879050925
42,1.7505390146978181,18.57877712673611
43,1.792218515047766,18.664164858217593
44,1.8338980153977142,18.75564995659722
45,1.8755775157476622,18.190806568287037
46,1.9172570160976103,17.879269748263887
47,1.9589365164475583,18.09698025173611
48,2.0006160167975064,18.01169704861111
49,2.0422955171474544,18.082081163194445
50,2.0839750174974023,17.471053602430555
51,2.1256545178473503,17.30331199363426
52,2.1673340181972987,17.60663628472222
53,2.2090135185472466,17.71594943576389
54,2.2506930188971945,17.951855830439815
55,2.2923725192471425,17.951367549189815
56,2.334052019597091,17.954274811921298
57,2.375731519947039,17.936392505787037
58,2.4174110202969867,17.937150245949073
59,2.4590905206469347,18.405124059606482
60,2.500770020996883,18.49819950810185
61,2.542449521346831,18.502763671875
62,2.584129021696779,19.28975441261574
63,2.625808522046727,18.86414568865741
64,2.6674880223966753,19.12010308159722
65,2.709167522746623,18.961380208333335
66,2.750847023096571,18.85599175347222
67,2.792526523446519,18.915543258101852
68,2.8342060237964675,18.82946686921296
69,2.8758855241464154,19.08847873263889
70,2.9175650244963633,18.674682436342593
71,2.9592445248463113,18.145642722800925
72,3.0009240251962597,18.27134982638889
73,3.0426035255462076,18.451508246527776
74,3.0842830258961556,18.797849392361112
75,3.1259625262461035,18.889280598958333
76,3.167642026596052,18.63382378472222
77,3.209321526946,18.387834201388888
78,3.2510010272959478,18.30359302662037
79,3.2926805276458957,18.30575050636574
80,3.334360027995844,18.302861689814815
81,3.376039528345792,18.309893663194444
82,3.41771902869574,18.265251012731483
83,3.459398529045688,18.407104673032407
84,3.5010780293956363,18.002095630787036
85,3.542757529745584,17.952910517939817
86,3.584437030095532,17.979053096064813
87,3.62611653044548,18.133957971643518
88,3.6677960307954285,18.29546657986111
89,3.7094755311453764,18.277894965277778
90,3.7511550314953244,18.33890082465278
91,3.7928345318452723,19.015679976851853
92,3.8345140321952207,19.22600730613426
93,3.8761935325451686,19.49278826678241
94,3.9178730328951166,19.00613353587963
95,3.9595525332450645,18.875244864004628
96,4.001232033595013,18.85817599826389
97,4.04291153394496,19.045506365740742
98,4.084591034294909,19.171386357060186
99,4.126270534644857,19.23278247974537
100,4.167950034994805,19.317672887731483
101,4.209629535344753,19.443477647569445
