frame,time,brightness
0,0.0,191.28433666087963
1,0.04166721087787774,191.28433991608796
2,0.08333442175575548,191.28672923900464
3,0.1250016326336332,191.2867162181713
4,0.16666884351151096,191.2914207175926
5,0.20833605438938868,191.07029152199075
6,0.2500032652672664,190.65015299479165
7,0.29167047614514413,186.69882269965277
8,0.3333376870230219,178.45245334201388
9,0.37500489790089964,178.64771665219908
10,0.41667210877877736,180.2458666087963
11,0.4583393196566551,181.16951859085648
12,0.5000065305345328,183.45340603298612
13,0.5416737414124105,179.46596317997685
14,0.5833409522902883,179.899931640625
15,0.6250081631681661,183.93997468171295
16,0.6666753740460438,185.23189525462962
17,0.7083425849239215,184.67395543981482
18,0.7500097958017993,182.45260814525463
19,0.791677006679677,179.69477430555557
20,0.8333442175575547,177.80799985532408
21,0.8750114284354324,176.75315104166665
22,0.9166786393133102,176.42793004918983
23,0.9583458501911879,178.6231589988426
24,1.0000130610690656,181.02924117476852
25,1.0416802719469433,181.78642397280092
26,1.083347482824821,181.84089916087962
27,1.1250146937026988,183.82780309606483
28,1.1666819045805765,185.86220341435185
29,1.2083491154584542,187.35471426504628
30,1.2500163263363322,187.64138744212963
31,1.29168353721421,184.98897171585648
32,1.3333507480920876,180.64387008101852
33,1.3750179589699654,180.55735930266204
34,1.416685169847843,183.63802119502316
35,1.4583523807257208,185.0370236545139
36,1.5000195916035985,184.55957103587963
37,1.5416868024814763,182.5439011863426
38,1.583354013359354,179.24985532407408
39,1.6250212242372317,175.89539641203703
40,1.6666884351151094,174.18535662615741
41,1.7083556459929872,172.8526830150463
42,1.750022856870865,171.71032371238425
43,1.7916900677487426,141.1159935619213
44,1.8333572786266203,95.92644639756945
45,1.875024489504498,92.98610206886575
46,1.9166917003823758,92.69911277488426
47,1.9583589112602535,93.03486617476852
48,2.0000261221381312,95.77478443287038
49,2.041693333016009,103.31720269097222
50,2.0833605438938867,119.93304253472222
51,2.1250277547717644,137.0366453269676
52,2.166694965649642,143.65235423900464
53,2.20836217652752,142.7341431568287
54,2.2500293874053976,129.81596824363427
55,2.2916965982832753,114.97617766203703
56,2.333363809161153,103.89549913194445
57,2.3750310200390308,97.09608253761574
58,2.4166982309169085,93.48392035590278
59,2.4583654417947867,91.67715928819445
60,2.5000326526726644,84.63744466145833
61,2.541699863550542,81.97703450520834
62,2.58336707442842,86.27610713252315
63,2.6250342853062976,92.05497395833333
64,2.6667014961841753,96.03046260127314
65,2.708368707062053,100.04029007523148
66,2.7500359179399307,103.31210539641204
67,2.7917031288178085,102.81158383969907
68,2.833370339695686,99.15876157407408
69,2.875037550573564,108.89136357060185
70,2.9167047614514416,140.30376880787037
71,2.9583719723293194,149.5812348090278
72,3.000039183207197,147.08965205439816
73,3.041706394085075,132.01081922743055
74,3.0833736049629525,107.73817057291667
75,3.1250408158408303,96.77813838252315
76,3.166708026718708,92.08158311631945
77,3.2083752375965857,88.4823097511574
78,3.2500424484744634,87.29499204282408
79,3.291709659352341,72.17222222222222
80,3.333376870230219,70.48274088541666
81,3.3750440811080966,71.99924768518518
82,3.4167112919859743,74.03630895543982
83,3.458378502863852,76.89956090856481
84,3.50004571374173,79.11297417534722
85,3.5417129246196075,81.07189127604167
86,3.5833801354974852,82.79476743344907
87,3.625047346375363,86.10417353877315
88,3.6667145572532407,88.67610206886575
89,3.7083817681311184,84.90626989293982
90,3.750048979008996,78.8236838107639
91,3.791716189886874,74.79351019965277
92,3.8333834007647516,72.48708948206018
93,3.8750506116426293,73.31012586805555
94,3.916717822520507,73.73913049768518
95,3.9583850333983848,74.61549696180556
96,4.0000522442762625,76.34778428819445
97,4.041719455154141,78.71160481770833
98,4.083386666032018,83.2278273292824
99,4.125053876909896,86.45699833622685
100,4.166721087787773,87.50540111400463
101,4.208388298665652,82.42141167534722
102,4.250055509543529,74.63087565104166
