shot,shot_type
shot_0015.jpg,mediumShot
shot_0001.jpg,longShot
shot_0009.jpg,longShot
shot_0006.jpg,longShot
shot_0023.jpg,longShot
shot_0007.jpg,longShot
shot_0025.jpg,fullShot
shot_0003.jpg,mediumShot
shot_0012.jpg,detail
shot_0010.jpg,detail
shot_0024.jpg,mediumCloseUp
shot_0019.jpg,longShot
shot_0020.jpg,ambiguous
shot_0002.jpg,longShot
shot_0004.jpg,mediumShot
shot_0008.jpg,extremeLongShot
shot_0022.jpg,mediumCloseUp
shot_0021.jpg,mediumShot
shot_0026.jpg,ambiguous
shot_0017.jpg,mediumShot
shot_0013.jpg,detail
shot_0014.jpg,detail
shot_0016.jpg,mediumCloseUp
shot_0011.jpg,detail
shot_0005.jpg,longShot
shot_0018.jpg,longShot
shot_0000.jpg,mediumShot
