start,end,mid,start_t,end_t
0,226,113,0.0,9.416789658400369
231,916,573,9.625125712789757,38.16716516413601
917,1569,1243,38.208832375013884,65.37585386739016
1570,1579,1574,65.41752107826805,65.79252597616895
1580,1688,1634,65.83419318704682,70.33425196185762
1690,1768,1729,70.41758638361337,73.66762883208784
1771,3795,2783,73.79263046472147,158.127065281546
3796,3821,3808,158.16873249242389,159.21041276437083
3822,3881,3851,159.2520799752487,161.7104454170435
3882,4607,4244,161.75211262792138,191.96084051438274
4609,4772,4690,192.0441749361385,198.83593030923257
4773,4850,4811,198.87759752011044,202.08597275770703
4851,4954,4902,202.1276399685849,206.4193626890063
4955,4985,4970,206.46102989988418,207.7110462262205
4986,5060,5023,207.7527134370984,210.83608704206134
5061,5469,5265,210.8777542529392,227.87797629111333
5470,6962,6216,227.91964350199123,290.0871221317848
6984,7521,7252,291.0038007710981,313.37909301251847
7537,8097,7817,314.0457683865645,337.379406478176
8098,9336,8717,337.4210736890539,389.0050807558666
9337,9472,9404,389.0467479667444,394.6718214352579
9473,9891,9682,394.7134886461358,412.1303827930887
9892,10089,9990,412.17205000396655,420.3804905469085
10090,11831,10960,420.42215775778635,492.9647718961715
11832,12077,11954,493.0064391070494,503.21490577212944
12078,13917,12997,503.2565729830073,579.8825737874245
13918,13979,13948,579.9242409983024,582.4659408618529
14003,14005,14004,583.4659539229219,583.5492883446777
